pr,url,art,pfadImReview,auditZuordnung,zuordnungTyp,threadId,isResolved,technischerStatus,fixCommit,testOderGegenbeleg,kurztext,abschlussgruppe,abschlussstatus,abschlussnachweis
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4025470553,Inline,backend/migrations/versions/049_drop_entry_note_markers.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i59IP,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-9bed2b91-58ec-47c5-a09d-4678bae64434 --> This abort only sees the subprocess exit code. `scripts/backfi,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4025470556,Inline,backend/app/services/marker_tag_backfill_service.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i59IR,true,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-9bed2b91-58ec-47c5-a09d-4678bae64434 --> Because this path continues after a per-user failure, a produc",PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5222023894,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,"<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **High** — review required, not self-approved Re-evaluated after synchronize (`66156a01` → `c8dd7768` +",PR#906:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5222023894 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4025526705,Inline,backend/migrations/versions/049_drop_entry_note_markers.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i6Gfm,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a596d01f-4ed1-4901-be1c-42361afb68ec --> This abort only sees the subprocess exit code. `scripts/backfi,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4025526714,Inline,backend/migrations/versions/049_drop_entry_note_markers.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i6Gfs,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a596d01f-4ed1-4901-be1c-42361afb68ec --> Irreversible production-data cut. Downgrade recreates an empty,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5222085816,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,"<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **High** — review required, not self-approved Re-evaluated after synchronize (`3d4327aa`). Assessed from",PR#906:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5222085816 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4025574644,Inline,backend/migrations/versions/049_drop_entry_note_markers.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i6OfO,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-0f80755c-726e-41ec-8277-b89a48fc914a --> This abort only sees the subprocess exit code. `scripts/backfi,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4025574652,Inline,backend/migrations/versions/049_drop_entry_note_markers.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i6OfU,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-0f80755c-726e-41ec-8277-b89a48fc914a --> Irreversible production-data cut. Downgrade recreates an empty,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4025574656,Inline,.github/workflows/ci-api.yml,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i6OfX,false,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-0f80755c-726e-41ec-8277-b89a48fc914a --> Head CI no longer runs `tests/test_marker_tag_backfill_integra,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5222138863,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,"<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **High** — review required, not self-approved Re-evaluated on `1fb696f2` (synchronize). Assessed from th",PR#906:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5222138863 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4026322076,Inline,backend/migrations/versions/049_drop_entry_note_markers.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i8Iu5,false,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-2a5f8398-a6ba-46a1-a8c3-42cf94ab8098 --> Irreversible production-data cut. Downgrade recreates an empty,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4026322082,Inline,backend/app/models/insight.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i8Iu7,false,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-2a5f8398-a6ba-46a1-a8c3-42cf94ab8098 --> Deploy-order residual: this change set removes `InsightType.NO,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4026322087,Inline,.github/workflows/ci-api.yml,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i8Iu-,false,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-2a5f8398-a6ba-46a1-a8c3-42cf94ab8098 --> Head CI still does not run `tests/test_marker_tag_backfill_int,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5223012054,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,"<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **High** — review required, not self-approved Re-evaluated on `f11de6e4` (synchronize). Assessed from th",PR#906:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5223012054 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4026326320,Inline,backend/migrations/versions/049_drop_entry_note_markers.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i6OfO,true,offen – Fix/Regressionstest prüfen,,,"Fixed: `scripts/backfill_marker_tags.py` now returns **exit 1** when `summary.users_failed > 0`. Migration 049 still aborts on non-zero exit, so a partial per-user failure can no l",PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5223016779,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#906:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5223016779 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4026326617,Inline,backend/migrations/versions/049_drop_entry_note_markers.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i6OfU,true,offen – Fix/Regressionstest prüfen,,,"Fixed: `scripts/backfill_marker_tags.py` now returns **exit 1** when `summary.users_failed > 0`. Migration 049 still aborts on non-zero exit, so a partial per-user failure can no l",PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5223017152,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#906:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5223017152 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4027348480,Inline,backend/migrations/versions/049_drop_entry_note_markers.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i-xTW,false,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-1f5b73dc-05d0-4e16-bd61-08e16ffb600f --> Irreversible production-data cut. Downgrade recreates an empty,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4027348487,Inline,backend/app/models/insight.py,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i-xTa,false,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-1f5b73dc-05d0-4e16-bd61-08e16ffb600f --> Deploy-order residual: this change set removes `InsightType.NO,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#discussion_r4027348493,Inline,.github/workflows/ci-api.yml,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86i-xTe,false,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-1f5b73dc-05d0-4e16-bd61-08e16ffb600f --> Head CI still does not run `tests/test_marker_tag_backfill_int,PR#906:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
906,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5224235541,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-1f5b73dc-05d0-4e16-bd61-08e16ffb600f --> ## Risk assessment: **High** — review required, not self-appro",PR#906:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/906#pullrequestreview-5224235541 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
905,https://github.com/Sturmi77/correlcore/pull/905#pullrequestreview-5221644919,Review/Antwort,,AUD-36,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-0b0d0528-04e6-4a60-afd8-5c67ea62ab7a --> ## Risk assessment: Very Low **Review required:** No **Reviewe,PR#905:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/905#pullrequestreview-5221644919 | AUD-36 -> A11 | https://github.com/Sturmi77/correlcore/issues/985
904,https://github.com/Sturmi77/correlcore/pull/904#pullrequestreview-5206506884,Review/Antwort,,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **Low** Derived from the diff only (not the PR description). ### What changed - **Migration 048:** addit,PR#904:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/904#pullrequestreview-5206506884 | AUD-33 -> A04 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
904,https://github.com/Sturmi77/correlcore/pull/904#discussion_r4012807939,Inline,apps/web/src/routes/settings/tags/+page.svelte,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86iZ-OU,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Preserve drafts when toggling a pin** When a user edits an existing tag row and then clicks P,PR#904:historical-inline,historischer Inline-Kontext; in AUD-33 / A04 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
904,https://github.com/Sturmi77/correlcore/pull/904#discussion_r4012807946,Inline,backend/app/schemas/tag.py,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86iZ-Ob,false,offen – Fix/Regressionstest prüfen,,,"**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Reject null for the pin flag** A direct API client can send `{""is_pinned"": null}` because thi",PR#904:historical-inline,historischer Inline-Kontext; in AUD-33 / A04 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
904,https://github.com/Sturmi77/correlcore/pull/904#discussion_r4012807950,Inline,apps/web/src/routes/settings/tags/+page.svelte,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86iZ-Oh,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Remap stale default IDs after pinning** When one device has an unsynced entry containing a cu,PR#904:historical-inline,historischer Inline-Kontext; in AUD-33 / A04 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
904,https://github.com/Sturmi77/correlcore/pull/904#pullrequestreview-5206545005,Review/Antwort,,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `a584355300` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#904:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/904#pullrequestreview-5206545005 | AUD-33 -> A04 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
904,https://github.com/Sturmi77/correlcore/pull/904#discussion_r4014447341,Inline,apps/web/src/routes/settings/tags/+page.svelte,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86iZ-OU,false,offen – Fix/Regressionstest prüfen,,,"Fixed in `00d894e8`. Pin and hide toggles now call `reloadAfterFlagToggle()`, which refreshes the tag list but reattaches existing drafts by slug (so a default→override id change k",PR#904:historical-inline,historischer Inline-Kontext; in AUD-33 / A04 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
904,https://github.com/Sturmi77/correlcore/pull/904#pullrequestreview-5208540294,Review/Antwort,,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#904:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/904#pullrequestreview-5208540294 | AUD-33 -> A04 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
904,https://github.com/Sturmi77/correlcore/pull/904#discussion_r4014447522,Inline,backend/app/schemas/tag.py,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86iZ-Ob,false,offen – Fix/Regressionstest prüfen,,,Fixed in `00d894e8`. `TagUpdate` rejects explicit `null` for `is_pinned` / `is_hidden` / `include_in_analytics` (422); omission remains valid for partial PATCH. Covered by `test_ta,PR#904:historical-inline,historischer Inline-Kontext; in AUD-33 / A04 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
904,https://github.com/Sturmi77/correlcore/pull/904#pullrequestreview-5208540502,Review/Antwort,,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#904:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/904#pullrequestreview-5208540502 | AUD-33 -> A04 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
904,https://github.com/Sturmi77/correlcore/pull/904#discussion_r4014447721,Inline,apps/web/src/routes/settings/tags/+page.svelte,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86iZ-Oh,false,offen – Fix/Regressionstest prüfen,,,Fixed in `00d894e8`. `_resolve_sync_tag_ids` remaps shadowed curated-default IDs onto the user's non-hidden override instead of dropping them from the offline outbox. Covered by `t,PR#904:historical-inline,historischer Inline-Kontext; in AUD-33 / A04 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
904,https://github.com/Sturmi77/correlcore/pull/904#pullrequestreview-5208540683,Review/Antwort,,AUD-33,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#904:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/904#pullrequestreview-5208540683 | AUD-33 -> A04 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993
902,https://github.com/Sturmi77/correlcore/pull/902#discussion_r4008006223,Inline,apps/web/src/lib/components/entries/TagPicker.svelte,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86iOD09,true,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-b1d94be6-f99c-4e1d-8cb2-6162ad580beb --> The disclosure is gated on `hasQuick`, and `quickTags` always",PR#902:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
902,https://github.com/Sturmi77/correlcore/pull/902#pullrequestreview-5201072541,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,"<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **Medium** — review required, not self-approved Assessed from the diff only (32 files, +461 / −1140). PR",PR#902:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/902#pullrequestreview-5201072541 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
902,https://github.com/Sturmi77/correlcore/pull/902#discussion_r4008057215,Inline,apps/web/src/lib/components/entries/TagPicker.svelte,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86iOMGb,true,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Include analytics-excluded tags in recent shortcuts** When a user disables `include_in_analyt,PR#902:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
902,https://github.com/Sturmi77/correlcore/pull/902#pullrequestreview-5201129758,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `ec06fc6761` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#902:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/902#pullrequestreview-5201129758 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
902,https://github.com/Sturmi77/correlcore/pull/902#discussion_r4008099449,Inline,apps/web/src/lib/components/entries/TagPicker.svelte,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86iOS22,true,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-0d11be53-5c0c-42ad-9c74-1fa7d6e81d63 --> The disclosure is gated on `hasQuick`, and `quickTags` always",PR#902:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
902,https://github.com/Sturmi77/correlcore/pull/902#pullrequestreview-5201178331,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,"<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **Medium** — review required, not self-approved Re-evaluated after `d19ffcc` (`test(insights): drop stal",PR#902:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/902#pullrequestreview-5201178331 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
902,https://github.com/Sturmi77/correlcore/pull/902#pullrequestreview-5201216129,Review/Antwort,,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,"<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: Medium Re-evaluated on `642de520` (synchronize). 33 files, +493/−1143. Risk is derived from the diff, no",PR#902:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/902#pullrequestreview-5201216129 | AUD-01 -> A01 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
902,https://github.com/Sturmi77/correlcore/pull/902#discussion_r4008133900,Inline,apps/web/src/lib/components/entries/TagPicker.svelte,AUD-01,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86iOS22,true,offen – Fix/Regressionstest prüfen,,,"Fixed in `642de52`. The ""All tags"" disclosure is now gated on real recency data (`hasRecency` = recency IDs mapped to still-existing tags), not on `selected`. `quickTags` unions th",PR#902:historical-inline,historischer Inline-Kontext; in AUD-01 / A01 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/977 | https://github.com/Sturmi77/correlcore/pull/991
